frame_idx,track_id,speed_kmh,center_x,center_y
10,2,95.32457260311824,1539,820
10,10,185.24065346255918,774,877
10,23,149.99813868056123,660,794
10,33,0.0,1499,1042
10,9,219.56195142585338,449,826
10,1,71.0672350772911,1282,829
10,6,49.609108974669915,1364,723
10,5,313.2024264545695,474,983
10,29,43.9612920647244,626,705
10,30,49.54939353816553,825,764
10,8,104.34491869242503,1095,822
10,13,18.440997803806606,1069,755
10,19,36.503162778119794,1640,498
10,12,28.510545417441598,1234,777
10,14,14.104415796770963,176,488
10,17,0.0,91,492
11,2,91.99391596582332,1528,815
11,23,170.07117054921395,643,816
11,9,252.73145171208807,416,852
11,10,206.88002807584076,762,908
11,1,57.04034104637466,1278,826
11,5,317.5214558727417,438,1010
11,26,0.0,1658,981
11,30,81.64957448958077,819,781
11,33,74.71366140137961,1476,1030
11,35,0.0,853,720
11,29,79.48135131284168,612,717
11,19,36.503162778119794,1639,498
11,14,19.982649478062577,180,488
11,8,98.23058382079161,1092,810
11,6,42.64521693520074,1360,721
11,17,0.0,92,492
11,12,72.42932066188477,1222,762
12,2,89.87614196641582,1520,806
12,23,188.44270232952837,625,840
12,10,249.86236537445654,747,949
12,29,94.12741541790466,598,725
12,9,285.27211240079737,379,880
12,35,42.814277992277304,848,734
12,1,56.71772369443596,1273,820
12,26,57.021090834883196,1644,967
12,20,0.0,1133,870
12,30,100.50875089534364,811,797
12,5,318.0809447640616,399,1031
12,38,0.0,1803,1048
12,19,36.503162778119794,1639,498
12,12,52.5649520584158,1221,765
12,8,91.77540253533013,1089,799
12,17,0.0,92,492
12,6,44.90675748671863,1354,718
12,14,19.982649478062577,179,488
13,2,78.53241596636397,1512,803
13,23,214.88899788857987,600,865
13,9,331.8765574945371,334,913
13,10,290.5959122504382,728,994
13,29,115.8491702596371,582,738
13,38,68.45681850626715,1780,1042
13,30,122.14147293152777,801,816
13,1,61.352713200516376,1270,811
13,26,83.4261160739589,1628,961
13,20,37.440000000000005,1128,858
13,5,326.2392016896541,358,1054
13,35,65.80232503365664,843,747
13,19,36.503162778119794,1639,497
13,6,47.71202983870376,1348,714
13,12,37.97884701024887,1220,767
13,14,19.982649478062577,178,488
14,2,83.20574614790638,1501,797
14,9,381.2731277224209,282,949
14,38,97.80351204210585,1762,1034
14,41,0.0,1171,1035
14,1,45.91898758159476,1269,808
14,29,131.14419368579644,565,751
14,23,240.10289095111213,577,896
14,10,286.1965173026011,706,1026
14,30,148.1648837589167,791,840
14,20,78.08603879758455,1121,840
14,26,84.73546203129715,1619,953
14,35,70.49994430928874,839,757
14,19,36.503162778119794,1640,498
14,14,23.509589686837547,174,488
14,6,36.77308802249128,1346,712
14,8,0.0,1082,781
14,13,0.0,1056,730
15,41,36.65641553671063,1162,1026
15,2,75.68295078954141,1493,793
15,23,261.5784397661415,553,929
15,9,444.7638766334525,222,994
15,30,163.77893025535002,781,864
15,1,56.35139254895686,1261,802
15,29,152.4505074267043,545,767
15,38,130.91213976021396,1739,1024
15,20,88.08694794078663,1118,826
15,35,90.57756387458505,834,773
15,26,102.76121558545974,1604,943
15,6,28.503728588694162,1347,710
15,10,261.87617123435217,692,1054
15,14,23.509589686837547,173,488
15,19,28.341773442071272,1638,497
15,8,28.8,1076,773
16,30,180.73800747768183,769,890
16,23,307.8656591354163,518,968
16,29,161.12821140132206,524,779
16,2,78.99605338803377,1483,787
16,9,501.2733425639073,149,1030
16,35,105.8655445263462,826,789
16,20,92.86240745408742,1111,814
16,1,44.19482320271041,1258,800
16,45,0.0,593,726
16,6,42.86174025401408,1339,706
16,26,116.97972276269566,1589,931
16,14,19.86575381210253,175,488
16,17,0.0,94,492
16,8,41.88673078651449,1073,765
17,29,182.30548282534784,502,799
17,26,100.80265359829319,1581,924
17,2,73.94992006982378,1477,780
17,30,210.59149610818594,756,923
17,35,130.93839820155276,818,811
17,23,344.8639701630042,484,1012
17,20,88.55449671530762,1108,803
17,47,0.0,840,714
17,14,19.86575381210253,174,488
17,25,0.0,1312,860
17,6,38.59679570280724,1337,702
17,1,47.28486926829883,1252,796
17,17,8.640000000000002,91,492
17,45,49.04463273386804,580,737
18,30,246.24732945274377,739,961
18,29,201.5882787142417,477,819
18,35,136.5219208977262,809,829
18,26,107.36459547574307,1569,913
18,2,75.52191506190314,1468,774
18,20,89.21899459727258,1102,792
18,49,0.0,1556,1032
18,47,39.17223506515808,836,727
18,23,338.83370038950056,447,1039
18,51,0.0,666,731
18,6,32.26543708296928,1334,701
18,25,43.2,1303,848
18,45,89.3556975347731,563,749
18,14,19.86575381210253,173,488
18,17,8.640000000000002,91,492
19,41,0.0,1133,948
19,35,153.0439053815517,800,852
19,30,278.90702529484156,724,1004
19,29,227.55187904287828,448,842
19,2,64.63277636274007,1462,771
19,45,125.15113444749939,544,765
19,49,134.1288693756866,1511,1020
19,26,104.42899597506127,1557,906
19,47,60.94334103909485,836,740
19,20,77.28048516192128,1100,784
19,14,19.86575381210253,173,487
19,51,99.80768707870152,642,756
19,25,61.07488017331307,1293,841
19,17,8.640000000000002,91,492
19,6,28.4666219110665,1331,700
19,1,0.0,1242,791
20,41,50.29703768613018,1129,931
20,29,250.75499183242616,415,864
20,2,66.10174480149885,1453,768
20,35,179.41812366522538,786,879
20,30,283.44072675240403,696,1033
20,47,76.57624331307235,829,752
20,33,0.0,1331,895
20,26,105.47167557731407,1546,896
20,45,148.68581094218013,522,778
20,20,80.0778268400253,1096,773
20,14,19.86575381210253,172,487
20,17,8.640000000000002,92,492
21,2,56.45418833805378,1448,765
21,35,197.80913505192677,772,907
21,29,282.3683133911537,378,891
21,41,83.12637838692679,1122,914
21,45,178.6771000712803,496,795
21,26,87.88973613290293,1538,893
21,47,96.24278367397359,825,769
21,33,53.10457607400704,1319,881
21,20,75.2165617643382,1091,765
21,1,0.0,1237,783
21,14,23.79399648904038,176,488
21,17,11.623875775199398,94,491
22,38,0.0,1630,950
22,35,224.58179258165342,758,941
22,41,100.9095570545638,1117,897
22,29,319.76140176300413,336,922
22,2,58.31012336063935,1442,759
22,26,91.90607674489982,1527,885
22,33,81.41213918256976,1309,867
22,45,196.6718735487404,470,812
22,53,0.0,1161,1046
22,47,102.82480063077992,818,783
22,20,72.45201604245771,1088,756
22,14,23.79399648904038,176,488
23,41,99.71796929789636,1113,884
23,35,263.1919095258239,743,983
23,26,81.69593408394341,1521,878
23,29,377.34315106476765,284,960
23,38,60.75366655601948,1619,932
23,53,32.19937887599698,1156,1036
23,45,210.20811314827725,445,832
23,47,113.21388658006312,810,799
23,33,77.64728350954185,1301,861
23,20,64.23918497214721,1084,750
23,2,67.82312625923879,1431,756
23,6,0.0,1314,689
24,29,438.37467324611157,225,1004
24,35,279.0464529816178,723,1020
24,41,99.94453981702807,1108,871
24,26,81.21693932636302,1511,873
24,2,65.30060654205776,1428,748
24,38,84.38495282764022,1610,918
24,47,128.47686454792836,801,818
24,45,238.77668545086811,412,853
24,58,0.0,832,754
24,33,81.74325027903818,1294,851
24,20,61.76281329838815,1083,742
24,6,0.0,1313,688
24,51,0.0,546,847
25,29,470.6446411501848,159,1033
25,47,144.50519021450208,793,840
25,41,100.0804821285071,1103,858
25,45,274.2664448575896,374,878
25,26,81.56721583867298,1502,866
25,58,41.933432962255786,828,768
25,35,259.27233161099804,702,1044
25,2,55.97350538238913,1423,745
25,33,85.70236570413354,1285,842
25,59,0.0,854,709
25,20,64.2275536393559,1078,734
25,38,116.30507618229447,1592,904
25,25,0.0,1240,783
25,51,114.33273546976825,520,877
25,14,0.0,174,487
26,47,160.12899512443735,782,863
26,41,104.75791240233313,1099,843
26,26,79.55514944387959,1494,859
26,2,51.10245931669235,1417,744
26,58,78.02983185932862,819,784
26,45,312.5929875328802,333,909
26,20,59.503248664741434,1076,727
26,61,0.0,1416,746
26,33,91.43165811209556,1273,835
26,59,36.42943864513974,850,721
26,14,0.0,174,487
27,47,186.23565792745393,768,891
27,26,78.34790960700354,1487,851
27,41,98.94104400948788,1093,832
27,58,99.76605489084585,812,801
27,59,63.39361388042901,842,733
27,66,0.0,679,712
27,64,0.0,1629,979
27,33,83.65899486725733,1267,827
27,51,0.0,457,898
27,61,24.774696769082766,1411,739
27,2,57.831341250338426,1409,739
27,20,52.49509065599933,1073,722
27,14,0.0,174,487
28,51,174.73318631559377,397,907
28,41,100.59995106792863,1087,819
28,64,104.83358240563949,1594,969
28,58,125.59685526706429,801,821
28,67,0.0,1167,1040
28,47,204.61860401687164,752,919
28,2,57.91810706530288,1402,735
28,26,82.16362593751519,1480,841
28,59,79.2714929904933,839,747
28,14,115.34391011232452,134,489
29,67,33.58628291430894,1161,1030
29,58,142.77718464598362,793,843
29,47,238.8676739856221,736,956
29,64,158.11453491112698,1561,967
29,49,0.0,1305,860
29,41,89.73032303905161,1085,809
29,59,82.59960796881373,837,759
29,26,83.97796794943093,1472,832
29,1,0.0,1220,765
29,51,264.1536400113774,343,919
29,33,0.0,1254,812
30,47,265.84759733578534,715,993
30,58,157.89634332254064,783,866
30,67,54.950942152537735,1156,1019
30,41,87.54772956630349,1081,798
30,64,155.8948268358774,1541,960
30,2,0.0,1391,732
30,51,336.61034703350936,283,934
30,49,36.88199560761321,1295,852
30,26,83.9730636839675,1466,822
30,59,94.26938790651711,833,774
30,66,0.0,626,762
30,1,10.383987673336291,1218,762
31,58,187.480960997007,769,895
31,47,262.06244277451674,693,1021
31,41,82.18005254582465,1076,789
31,73,0.0,1696,969
31,49,59.56919736456793,1290,840
31,64,166.96277709726255,1516,955
31,2,10.383987673336291,1388,730
31,66,77.49287451114458,606,780
31,59,118.59873132209975,825,794
31,26,87.04025374709113,1457,813
31,74,0.0,436,479
31,6,0.0,1292,674
32,58,216.8860938100613,754,928
32,49,64.25206383618234,1283,833
32,41,73.05711993105251,1074,781
32,73,72.68791371335402,1675,955
32,59,124.10739456850852,818,811
32,47,239.10244718916897,675,1043
32,66,83.37772031429995,596,772
32,64,153.1258220336062,1499,948
32,2,24.67139040780838,1384,725
32,6,8.145870119269029,1290,672
32,1,0.0,1211,749
33,58,245.11545340545706,739,965
33,73,111.88758107291946,1654,944
33,59,140.2647163757693,809,832
33,64,153.91259179835322,1479,940
33,66,231.48948789188915,559,823
33,41,77.54380770150402,1070,770
33,49,72.13752121601834,1273,827
33,2,38.022136559784855,1383,717
33,6,13.994881732846352,1289,669
33,1,0.0,1210,749
33,74,0.0,436,478
34,58,285.09911229530087,720,1009
34,59,156.15882982546157,802,856
34,73,130.36150403604012,1635,933
34,49,76.99204847248353,1269,816
34,66,257.0790116203487,529,851
34,80,0.0,1791,1047
34,41,68.45971116579047,1067,763
34,53,0.0,1096,856
34,81,0.0,861,655
34,2,53.96524495587978,1374,711
34,14,0.0,168,488
34,74,0.0,436,478
35,59,178.78942930279533,790,883
35,58,272.9642700117963,696,1035
35,67,0.0,1124,924
35,80,61.02610588920121,1771,1040
35,73,133.61480851923756,1618,924
35,41,60.39545402507247,1064,757
35,49,60.59522908349012,1266,812
35,82,0.0,1175,1044
35,53,37.440000000000005,1091,844
35,66,284.64495296138807,496,882
35,83,0.0,656,644
35,2,50.82014477733448,1370,706
35,74,0.0,435,477
36,59,201.43688607348287,777,913
36,67,55.39790609761348,1121,905
36,80,98.65276211171022,1751,1032
36,82,33.58628291430894,1169,1034
36,73,139.47171472362766,1600,914
36,53,68.00079830642467,1086,829
36,49,67.50910047010295,1260,803
36,66,281.62020866902145,461,898
36,83,63.94637753618262,634,647
36,41,59.277272415043484,1064,749
36,2,48.93308467020729,1365,702
37,67,78.31787408496385,1114,891
37,59,224.70200837745261,765,947
37,73,126.8830288341766,1588,905
37,83,93.69081993312938,619,659
37,66,280.1416174193771,424,909
37,49,62.438886826949826,1253,800
37,53,75.95535915716786,1079,819
37,41,56.33433879569867,1060,743
37,2,47.57457012469425,1363,696
38,59,253.56664704426018,749,985
38,67,88.2260491132142,1111,877
38,66,287.4226627370061,385,923
38,73,120.93210295648561,1577,894
38,83,92.64393060501737,607,663
38,91,0.0,762,678
38,49,62.23802886525266,1248,793
38,6,0.0,1261,658
38,41,62.74424506624736,1059,733
38,74,0.0,436,477
39,67,98.01475989432429,1104,863
39,66,344.9893956668455,327,938
39,73,122.85629946002155,1560,890
39,83,117.89028440302818,589,675
39,91,36.88199560761321,752,686
39,59,265.48911967448566,731,1020
39,49,50.222568869550386,1244,791
39,41,53.15582168429579,1057,728
39,2,0.0,1353,687
39,53,0.0,1070,797
40,73,121.64653257004144,1546,881
40,64,0.0,1377,879
40,83,117.26199457545901,574,681
40,91,69.01220068133509,740,697
40,67,100.04418059883048,1101,849
40,59,244.922027789246,711,1042
40,66,411.6560912112546,258,955
40,15,0.0,733,623
40,53,34.799172403952376,1065,786
40,14,0.0,169,487
41,64,41.535950693345164,1369,867
41,73,103.60273948270067,1539,873
41,67,103.8933614490744,1095,835
41,83,136.03130123098575,556,695
41,91,85.36861247352545,732,710
41,99,0.0,1432,483
42,64,68.1215704160071,1360,855
42,73,78.95478514677487,1534,870
42,101,0.0,1747,1045
42,67,96.04555261231717,1091,824
42,104,0.0,1466,1032
42,83,153.61878073859145,536,710
43,73,87.38310977768036,1522,863
43,64,84.07294224960427,1348,846
43,67,95.06733156739031,1086,812
43,101,46.52782393364211,1732,1039
43,83,156.57002619514884,516,720
43,91,0.0,707,735
43,104,54.33973132064604,1450,1022
43,49,0.0,1219,766
44,73,74.92338493321938,1517,857
44,64,78.80847581893534,1339,842
44,66,0.0,275,1010
44,67,89.87745118328937,1083,801
44,111,0.0,1182,1006
44,101,83.53873315776981,1714,1032
44,91,69.35958477384364,689,751
44,112,0.0,1460,815
44,49,16.291740238538058,1215,762
44,104,81.56383879238763,1435,1014
44,115,0.0,1075,478
44,83,302.45878914311373,477,781
45,83,268.11494107525823,469,752
45,80,0.0,1606,931
45,104,100.21524546195536,1421,1003
45,64,90.09936348363851,1329,831
45,73,67.4475500265428,1511,852
45,66,229.1184357488502,198,1030
45,101,104.23352727146298,1697,1024
45,67,83.99455345563601,1080,791
45,49,24.175044143122832,1212,758
45,111,73.42588099573611,1171,983
45,112,25.759503100797584,1452,811
45,91,108.8500278366958,673,768
45,115,0.0,1076,479
46,83,247.31695131922388,443,767
46,80,45.536798306424664,1593,922
46,73,75.26770241987805,1500,847
46,104,124.07552481335583,1408,985
46,111,114.894162124635,1160,961
46,64,86.64309856725922,1321,823
46,91,142.80289121316207,653,786
46,67,72.33015861826966,1077,784
46,49,31.29816794302817,1207,755
46,115,0.0,1076,479
46,112,50.254874264430924,1441,806
47,91,169.20173472789725,633,807
47,83,274.61830711620644,407,792
47,73,70.92012455272442,1492,843
47,80,70.5220789838548,1581,913
47,111,144.97067906165893,1149,937
47,104,129.76830829943333,1393,973
47,121,0.0,1723,1046
47,112,58.95292455865855,1433,800
47,64,96.97289727357787,1309,813
47,67,77.10763091383433,1073,773
47,115,0.0,1075,479
48,80,76.99303977723469,1572,905
48,83,270.23562478966306,377,813
48,104,126.82098497966,1385,958
48,73,63.32005007830723,1486,839
48,111,137.36183180845876,1140,922
48,121,45.079130426395764,1709,1039
48,91,201.32872791543986,608,831
48,64,72.58373836414673,1305,810
48,112,66.523717755204,1424,794
48,125,0.0,763,854
48,67,68.19800509318866,1070,766
49,83,305.3906178037345,334,838
49,104,133.25895872268012,1372,943
49,91,228.90278517301505,583,859
49,73,60.48554911359551,1480,834
49,112,65.67373375391999,1416,790
49,111,132.79652345653864,1131,907
49,80,79.03287610919598,1563,898
49,64,90.07806695213014,1290,804
49,125,88.90761047289486,750,882
49,121,85.36303364202924,1690,1032
49,115,0.0,1075,480
49,14,0.0,171,487
50,80,95.35247855954611,1549,889
50,83,357.37318427645346,284,872
50,131,0.0,1460,1045
50,64,75.01355665240598,1292,797
50,111,138.9807436860083,1121,889
50,112,52.28399180275078,1412,788
50,104,124.94241336683041,1362,931
50,121,112.24392607441875,1670,1025
50,73,64.65603993733009,1471,830
50,91,259.8009508665122,555,891
50,125,161.60345598800095,732,915
50,132,0.0,646,677
50,135,0.0,376,484
51,132,44.987038133222335,634,687
51,83,403.10237992578607,228,906
51,64,68.22743630654341,1285,793
51,131,38.63925465119638,1448,1039
51,73,65.34591199940158,1464,824
51,111,132.348446211605,1113,874
51,104,121.8484513368654,1350,920
51,91,302.50623266674984,519,927
51,80,93.29778370381567,1538,883
51,121,163.0819916429565,1638,1016
51,125,238.7856259386645,708,958
51,112,50.69002240724866,1406,785
52,83,421.4866377674577,167,919
52,132,74.22773494448077,621,697
52,111,122.22334571924029,1108,860
52,73,61.70106626625211,1459,818
52,91,346.7715803918991,481,970
52,104,109.99106640973244,1342,910
52,64,70.5878765899686,1280,784
52,125,211.24181619734495,694,977
52,131,68.26268321711359,1434,1032
52,112,63.25106568720437,1395,782
52,80,90.77784262624178,1527,878
53,132,88.40349405646458,607,703
53,83,374.02328992659807,127,932
53,104,105.16687491099754,1331,902
53,73,62.78014286054885,1451,814
53,91,381.4858256187188,432,1005
53,111,130.1364862506943,1098,843
53,142,0.0,1740,1043
53,64,63.120701300653735,1276,778
53,101,0.0,1605,983
53,80,89.62158574905814,1517,871
53,112,56.391637216129226,1390,778
53,125,230.58496645176984,664,997
54,142,76.25204521847267,1714,1038
54,132,108.96158141004784,591,714
54,101,40.01023868961544,1593,976
54,104,102.2723600117566,1327,889
54,111,119.31721641265247,1095,829
54,73,52.06808571632931,1447,811
54,64,58.64039612706482,1270,774
54,125,244.24729142155925,638,1023
54,91,409.2080170768144,376,1033
54,80,78.21056180724196,1511,865
54,112,56.3285013962887,1384,773
54,83,348.3878550761367,90,954
55,142,114.99112314487033,1691,1031
55,149,0.0,1154,1036
55,132,127.01164037604286,574,727
55,73,60.89226623584015,1438,806
55,80,79.76338932720034,1502,858
55,111,113.12628054093665,1087,817
55,112,59.5566039385708,1376,769
55,104,96.51829618036703,1317,882
55,153,0.0,678,662
55,64,59.95893444532165,1263,769
55,150,0.0,778,657
56,155,0.0,619,703
56,73,52.82709998004215,1434,802
56,149,40.01023868961544,1147,1024
56,132,137.84167575563987,557,740
56,156,0.0,1471,1036
56,80,83.01291376963327,1492,851
56,142,110.53062458026736,1679,1023
56,104,92.59077009514203,1308,874
56,112,55.05358968874067,1370,766
56,111,113.41256663098665,1082,802
56,64,53.49371675445187,1262,763
56,150,22.493519066611167,773,663
56,153,29.651414806042563,669,667
56,17,0.0,130,489
57,104,86.7064250770941,1302,865
57,111,100.24691885458896,1077,792
57,132,161.31370726177153,533,753
57,156,47.23551206454738,1458,1026
57,155,47.93275289402853,605,712
57,149,62.75258046934155,1138,1014
57,73,58.86612564834831,1426,797
57,80,80.95971128178884,1483,845
57,112,51.473151617051,1366,761
57,64,46.78140625181834,1263,758
57,153,49.99022775962251,659,672
57,150,33.86078673813927,766,664
57,17,5.760000000000001,128,489
57,81,0.0,866,685
58,155,82.33074842110335,590,723
58,132,171.88943606499743,511,767
58,156,73.42043766512418,1444,1019
58,111,92.34753018875034,1075,781
58,64,50.562362817702166,1257,753
58,153,74.79642231175316,648,683
58,80,73.01343712688038,1477,839
58,73,65.93449532968478,1418,790
58,142,0.0,1664,1013
58,104,80.53440046369806,1295,858
58,101,0.0,1544,929
58,112,52.81731751511866,1359,758
58,81,6.439875775199396,864,684
59,132,186.20556302568878,487,783
59,155,102.96954573734826,575,734
59,142,55.62203879758455,1646,1006
59,156,81.49226259907451,1432,1014
59,111,87.60789698924718,1073,770
59,73,55.06997184235824,1413,788
59,64,55.11211445970406,1250,748
59,161,0.0,1798,1042
59,150,0.0,752,685
59,153,84.05008845220996,640,694
59,80,72.172772745301,1468,835
59,101,28.94364178882816,1534,928
59,104,72.75825063602592,1289,852
59,162,0.0,661,475
59,112,52.055065807243764,1354,753
60,132,208.49305208594316,460,803
60,73,55.53550217202611,1407,783
60,155,132.91248028532493,554,747
60,156,100.81529592612615,1422,999
60,111,73.5314546746762,1071,763
60,161,63.751517628994534,1777,1035
60,64,53.83524402249502,1244,744
60,153,90.44029176094142,628,701
60,101,43.12568817409448,1526,924
60,80,74.45562666718948,1459,829
60,104,73.72303312727794,1286,842
60,112,53.166466029234314,1347,750
60,150,31.151963020008875,746,694
60,81,0.0,856,710
60,17,0.0,88,490
60,14,0.0,163,489
61,156,115.51150029835895,1409,985
61,132,232.93250775821647,429,824
61,155,151.2852040978305,535,763
61,111,81.55887280480573,1066,751
61,161,91.35548665140377,1759,1031
61,153,101.93665768543579,613,708
61,131,0.0,1338,921
61,150,56.24178366597259,735,701
61,64,42.6851340868333,1242,741
61,73,55.25472784810373,1400,780
61,101,75.42480644262221,1512,914
61,81,30.06808274566239,853,720
61,80,78.25965891462263,1449,823
61,104,77.8201027906757,1276,836
61,17,34.67979238692182,76,491
61,112,55.119181932640416,1340,746
61,135,0.0,376,488
61,162,0.0,668,476
61,14,51.91993836668145,145,490
62,132,265.2297051010916,392,847
62,161,126.06055720151545,1735,1025
62,156,116.18990349578253,1398,973
62,150,65.94444907558054,730,711
62,155,162.30883838533384,516,779
62,111,64.44459832743081,1064,746
62,73,52.47246403446042,1397,774
62,80,75.46634076621518,1442,816
62,153,114.2665706852685,599,720
62,81,59.576800340742594,845,732
62,64,35.99506812543627,1240,738
62,131,27.3220789838548,1335,912
62,112,45.29031433848779,1337,743
62,101,94.80427740373887,1502,900
62,163,0.0,301,482
62,104,69.91136398950525,1272,829
62,135,0.0,377,488
62,17,32.68241963393196,80,492
62,74,0.0,436,476
63,155,178.07671521366245,493,795
63,161,123.9139316099211,1719,1020
63,153,123.95784850877459,582,729
63,132,283.7456751406905,356,871
63,156,117.64669499149804,1389,959
63,131,59.59324739031288,1326,900
63,149,0.0,1101,894
63,111,56.18511508371736,1063,740
63,80,74.0798044597291,1434,810
63,150,76.22308498205895,721,720
63,142,0.0,1587,962
63,81,64.68972199327371,844,742
63,164,0.0,1470,1040
63,104,66.72151516278592,1267,822
63,163,5.760000000000001,301,480
63,101,87.49738638291912,1494,893
63,15,0.0,728,619
63,73,58.03576645767977,1388,772
63,64,48.14932891226528,1234,731
63,112,47.94216394976526,1331,739
63,74,0.0,436,477
63,135,0.0,378,489
64,167,0.0,1153,1032
64,132,330.96069513847294,311,904
64,142,40.93249076222946,1576,953
64,161,115.58368362818857,1706,1014
64,149,49.71650832470036,1098,877
64,155,199.58918413168007,467,814
64,81,71.01321207196119,839,752
64,153,139.09465966148815,563,741
64,156,113.40229498717613,1379,948
64,164,45.079130426395764,1456,1033
64,73,59.25907023241494,1382,766
64,131,60.19355879199481,1320,894
64,163,12.563359661284935,298,481
64,150,90.7208891224577,711,732
64,104,52.251714276575086,1264,819
64,111,55.64449559511847,1060,733
64,64,50.82302389224723,1231,724
64,112,57.56529836985916,1323,733
64,80,69.05461346235195,1426,807
64,135,0.0,377,488
64,74,0.0,437,476
64,101,100.43118472378,1480,884
64,15,24.43761035780708,722,625
65,155,229.23139865739776,436,836
65,164,81.15776563263856,1439,1025
65,167,43.9612920647244,1145,1019
65,153,156.882676792629,544,758
65,161,122.92130686159938,1691,1003
65,104,51.71570386411762,1259,814
65,132,368.9838535405342,260,934
65,111,59.46620655490684,1059,724
65,142,65.49198521956714,1567,942
